Date,Time,Value[mNAP],State of value
2009-04-12,00:00:00,0.596,40
2009-04-13,00:00:00,0.608,40
2009-04-14,00:00:00,0.562,40
2009-04-15,00:00:00,0.519,40
2009-04-16,00:00:00,0.543,40
2009-04-17,00:00:00,0.596,40
2009-04-18,00:00:00,0.588,40
2009-04-19,00:00:00,0.474,40
2009-04-20,00:00:00,0.405,40
2009-04-21,00:00:00,0.407,40
2009-04-22,00:00:00,0.420,40
2009-04-23,00:00:00,0.362,40
2009-04-24,00:00:00,0.326,40
2009-04-25,00:00:00,0.372,40
2009-04-26,00:00:00,0.460,40
2009-04-27,00:00:00,0.467,40
2009-04-28,00:00:00,0.528,40
2009-04-29,00:00:00,0.547,40
2009-04-30,00:00:00,0.481,40
2009-05-01,00:00:00,0.426,40
2009-05-02,00:00:00,0.441,40
2009-05-03,00:00:00,0.474,40
2009-05-04,00:00:00,0.477,40
2009-05-05,00:00:00,0.474,40
2009-05-06,00:00:00,0.607,40
2009-05-07,00:00:00,0.576,40
2009-05-08,00:00:00,0.624,40
2009-05-09,00:00:00,0.594,40
2009-05-10,00:00:00,0.561,40
2009-05-11,00:00:00,0.520,40
2009-05-12,00:00:00,0.363,40
2009-05-13,00:00:00,0.373,40
2009-05-14,00:00:00,0.534,40
2009-05-15,00:00:00,0.643,40
2009-05-16,00:00:00,0.601,40
2009-05-17,00:00:00,0.539,40
2009-05-18,00:00:00,0.603,40
2009-05-19,00:00:00,0.512,40
2009-05-20,00:00:00,0.475,40
2009-05-21,00:00:00,0.471,40
2009-05-22,00:00:00,0.515,40
2009-05-23,00:00:00,0.489,40
2009-05-24,00:00:00,0.473,40
2009-05-25,00:00:00,0.498,40
2009-05-26,00:00:00,0.575,40
2009-05-27,00:00:00,0.713,40
2009-05-28,00:00:00,0.658,40
2009-05-29,00:00:00,0.523,40
2009-05-30,00:00:00,0.376,40
2009-05-31,00:00:00,0.363,40
2009-06-01,00:00:00,0.379,40
2009-06-02,00:00:00,0.431,40
2009-06-03,00:00:00,0.486,40
2009-06-04,00:00:00,0.552,40
2009-06-05,00:00:00,0.558,40
2009-06-06,00:00:00,0.486,40
2009-06-07,00:00:00,0.491,40
2009-06-08,00:00:00,0.568,40
2009-06-09,00:00:00,0.582,40
2009-06-10,00:00:00,0.657,40
2009-06-11,00:00:00,0.699,40
2009-06-12,00:00:00,0.688,40
2009-06-13,00:00:00,0.597,40
2009-06-14,00:00:00,0.527,40
2009-06-15,00:00:00,0.545,40
2009-06-16,00:00:00,0.566,40
2009-06-17,00:00:00,0.441,40
2009-06-18,00:00:00,0.507,40
2009-06-19,00:00:00,0.640,40
2009-06-20,00:00:00,0.659,40
2009-06-21,00:00:00,0.586,40
2009-06-22,00:00:00,0.528,40
2009-06-23,00:00:00,0.445,40
2009-06-24,00:00:00,0.435,40
2009-06-25,00:00:00,0.462,40
2009-06-26,00:00:00,0.512,40
2009-06-27,00:00:00,0.565,40
2009-06-28,00:00:00,0.582,40
2009-06-29,00:00:00,0.583,40
2009-06-30,00:00:00,0.549,40
2009-07-01,00:00:00,0.475,40
2009-07-02,00:00:00,0.453,40
2009-07-03,00:00:00,0.493,40
2009-07-04,00:00:00,0.563,40
2009-07-05,00:00:00,0.577,40
2009-07-06,00:00:00,0.629,40
2009-07-07,00:00:00,0.685,40
2009-07-08,00:00:00,0.812,40
2009-07-09,00:00:00,0.855,40
2009-07-10,00:00:00,0.902,40
2009-07-11,00:00:00,0.811,40
2009-07-12,00:00:00,0.633,40
2009-07-13,00:00:00,0.603,40
2009-07-14,00:00:00,0.586,40
2009-07-15,00:00:00,0.545,40
2009-07-16,00:00:00,0.531,40
2009-07-17,00:00:00,0.504,40
2009-07-18,00:00:00,0.683,40
2009-07-19,00:00:00,0.673,40
2009-07-20,00:00:00,0.660,40
2009-07-21,00:00:00,0.578,40
2009-07-22,00:00:00,0.592,40
2009-07-23,00:00:00,0.607,40
2009-07-24,00:00:00,0.642,40
2009-07-25,00:00:00,0.662,40
2009-07-26,00:00:00,0.527,40
2009-07-27,00:00:00,0.454,40
2009-07-28,00:00:00,0.541,40
2009-07-29,00:00:00,0.446,40
2009-07-30,00:00:00,0.589,40
2009-07-31,00:00:00,0.613,40
2009-08-01,00:00:00,0.421,40
2009-08-02,00:00:00,0.549,40
2009-08-03,00:00:00,0.569,40
2009-08-04,00:00:00,0.477,40
2009-08-05,00:00:00,0.414,40
2009-08-06,00:00:00,0.461,40
2009-08-07,00:00:00,0.535,40
2009-08-08,00:00:00,0.565,40
2009-08-09,00:00:00,0.532,40
2009-08-10,00:00:00,0.494,40
2009-08-11,00:00:00,0.553,40
2009-08-12,00:00:00,0.550,40
2009-08-13,00:00:00,0.604,40
2009-08-14,00:00:00,0.547,40
2009-08-15,00:00:00,0.434,40
2009-08-16,00:00:00,0.549,40
2009-08-17,00:00:00,0.571,40
2009-08-18,00:00:00,0.525,40
2009-08-19,00:00:00,0.431,40
2009-08-20,00:00:00,0.434,40
2009-08-21,00:00:00,0.530,40
2009-08-22,00:00:00,0.540,40
2009-08-23,00:00:00,0.444,40
2009-08-24,00:00:00,0.354,40
2009-08-25,00:00:00,0.489,40
2009-08-26,00:00:00,0.510,40
2009-08-27,00:00:00,0.453,40
2009-08-28,00:00:00,0.554,40
2009-08-29,00:00:00,0.716,40
2009-08-30,00:00:00,0.555,40
2009-08-31,00:00:00,0.405,40
2009-09-01,00:00:00,0.379,40
2009-09-02,00:00:00,0.446,40
2009-09-03,00:00:00,0.492,40
2009-09-04,00:00:00,0.697,40
2009-09-05,00:00:00,0.831,40
2009-09-06,00:00:00,0.597,40
2009-09-07,00:00:00,0.426,40
2009-09-08,00:00:00,0.387,40
2009-09-09,00:00:00,0.451,40
2009-09-10,00:00:00,0.532,40
2009-09-11,00:00:00,0.337,40
2009-09-12,00:00:00,0.262,40
2009-09-13,00:00:00,0.328,40
2009-09-14,00:00:00,0.320,40
2009-09-15,00:00:00,0.238,40
2009-09-16,00:00:00,0.272,40
2009-09-17,00:00:00,0.282,40
2009-09-18,00:00:00,0.260,40
2009-09-19,00:00:00,0.297,40
2009-09-20,00:00:00,0.372,40
2009-09-21,00:00:00,0.399,40
2009-09-22,00:00:00,0.374,40
2009-09-23,00:00:00,0.500,40
2009-09-24,00:00:00,0.478,40
2009-09-25,00:00:00,0.443,40
2009-09-26,00:00:00,0.391,40
2009-09-27,00:00:00,0.344,40
2009-09-28,00:00:00,0.330,40
2009-09-29,00:00:00,0.389,40
2009-09-30,00:00:00,0.365,40
2009-10-01,00:00:00,0.473,40
2009-10-02,00:00:00,0.526,40
2009-10-03,00:00:00,0.428,40
2009-10-04,00:00:00,0.786,40
2009-10-05,00:00:00,0.657,40
2009-10-06,00:00:00,0.434,40
2009-10-07,00:00:00,0.526,40
2009-10-08,00:00:00,0.647,40
2009-10-09,00:00:00,0.566,40
2009-10-10,00:00:00,0.422,40
2009-10-11,00:00:00,0.543,40
2009-10-12,00:00:00,0.785,40
2009-10-13,00:00:00,0.528,40
2009-10-14,00:00:00,0.346,40
2009-10-15,00:00:00,0.311,40
2009-10-16,00:00:00,0.472,40
2009-10-17,00:00:00,0.667,40
2009-10-18,00:00:00,0.478,40
2009-10-19,00:00:00,0.442,40
2009-10-20,00:00:00,0.340,40
2009-10-21,00:00:00,0.217,40
2009-10-22,00:00:00,0.203,40
2009-10-23,00:00:00,0.295,40
2009-10-24,00:00:00,0.322,40
2009-10-25,00:00:00,0.339,40
2009-10-26,00:00:00,0.534,40
2009-10-27,00:00:00,0.508,40
2009-10-28,00:00:00,0.335,40
2009-10-29,00:00:00,0.431,40
2009-10-30,00:00:00,0.299,40
2009-10-31,00:00:00,0.170,40
2009-11-01,00:00:00,0.252,40
2009-11-02,00:00:00,0.380,40
2009-11-03,00:00:00,0.451,40
2009-11-04,00:00:00,0.537,40
2009-11-05,00:00:00,0.691,40
2009-11-06,00:00:00,0.668,40
2009-11-07,00:00:00,0.595,40
2009-11-08,00:00:00,0.660,40
2009-11-09,00:00:00,0.501,40
2009-11-10,00:00:00,0.467,40
2009-11-11,00:00:00,0.563,40
2009-11-12,00:00:00,0.501,40
2009-11-13,00:00:00,0.445,40
2009-11-14,00:00:00,0.519,40
2009-11-15,00:00:00,0.609,40
2009-11-16,00:00:00,0.672,40
2009-11-17,00:00:00,0.628,40
2009-11-18,00:00:00,0.632,40
2009-11-19,00:00:00,0.654,40
2009-11-20,00:00:00,0.532,40
2009-11-21,00:00:00,0.643,40
2009-11-22,00:00:00,0.561,40
2009-11-23,00:00:00,0.871,40
2009-11-24,00:00:00,1.156,40
2009-11-25,00:00:00,0.857,40
2009-11-26,00:00:00,0.996,40
2009-11-27,00:00:00,1.018,40
2009-11-28,00:00:00,1.034,40
2009-11-29,00:00:00,1.002,40
2009-11-30,00:00:00,1.066,40
2009-12-01,00:00:00,0.965,40
2009-12-02,00:00:00,0.665,40
2009-12-03,00:00:00,0.651,40
2009-12-04,00:00:00,0.825,40
2009-12-05,00:00:00,0.799,40
2009-12-06,00:00:00,0.783,40
2009-12-07,00:00:00,0.823,40
2009-12-08,00:00:00,0.907,40
2009-12-09,00:00:00,0.762,40
2009-12-10,00:00:00,0.889,40
2009-12-11,00:00:00,0.948,40
2009-12-12,00:00:00,0.754,40
2009-12-13,00:00:00,0.602,40
2009-12-14,00:00:00,0.501,40
2009-12-15,00:00:00,0.504,40
2009-12-16,00:00:00,0.525,40
2009-12-17,00:00:00,0.552,40
2009-12-18,00:00:00,0.468,40
2009-12-19,00:00:00,0.431,40
2009-12-20,00:00:00,0.581,40
2009-12-21,00:00:00,0.638,40
2009-12-22,00:00:00,0.576,40
2009-12-23,00:00:00,0.709,40
2009-12-24,00:00:00,0.728,40
2009-12-25,00:00:00,0.905,40
2009-12-26,00:00:00,0.989,40
2009-12-27,00:00:00,0.987,40
2009-12-28,00:00:00,1.098,40
2009-12-29,00:00:00,0.734,40
2009-12-30,00:00:00,0.648,40
2009-12-31,00:00:00,0.649,40
2010-01-01,00:00:00,0.637,40
2010-01-02,00:00:00,0.754,40
2010-01-03,00:00:00,0.698,40
2010-01-04,00:00:00,0.604,40
2010-01-05,00:00:00,0.644,40
2010-01-06,00:00:00,0.507,40
2010-01-07,00:00:00,0.486,40
2010-01-08,00:00:00,0.471,40
2010-01-09,00:00:00,0.393,40
2010-01-10,00:00:00,0.357,40
2010-01-11,00:00:00,0.453,40
2010-01-12,00:00:00,0.457,40
2010-01-13,00:00:00,0.389,40
2010-01-14,00:00:00,0.473,40
2010-01-15,00:00:00,0.479,40
2010-01-16,00:00:00,0.284,40
2010-01-17,00:00:00,0.409,40
2010-01-18,00:00:00,0.707,40
2010-01-19,00:00:00,0.740,40
2010-01-20,00:00:00,0.636,40
2010-01-21,00:00:00,0.634,40
2010-01-22,00:00:00,0.448,40
2010-01-23,00:00:00,0.395,40
2010-01-24,00:00:00,0.406,40
2010-01-25,00:00:00,0.436,40
2010-01-26,00:00:00,0.375,40
2010-01-27,00:00:00,0.352,40
2010-01-28,00:00:00,0.828,40
2010-01-29,00:00:00,0.880,40
2010-01-30,00:00:00,1.063,40
2010-01-31,00:00:00,1.008,40
2010-02-01,00:00:00,0.973,40
2010-02-02,00:00:00,0.879,40
2010-02-03,00:00:00,1.028,40
2010-02-04,00:00:00,0.913,40
2010-02-05,00:00:00,0.768,40
2010-02-06,00:00:00,0.799,40
2010-02-07,00:00:00,0.709,40
2010-02-08,00:00:00,0.582,40
2010-02-09,00:00:00,0.581,40
2010-02-10,00:00:00,0.581,40
2010-02-11,00:00:00,0.480,40
2010-02-12,00:00:00,0.489,40
2010-02-13,00:00:00,0.491,40
2010-02-14,00:00:00,0.544,40
2010-02-15,00:00:00,0.589,40
2010-02-16,00:00:00,0.457,40
2010-02-17,00:00:00,0.474,40
2010-02-18,00:00:00,0.566,40
2010-02-19,00:00:00,0.684,40
2010-02-20,00:00:00,0.811,40
2010-02-21,00:00:00,0.728,40
2010-02-22,00:00:00,0.737,40
2010-02-23,00:00:00,0.846,40
2010-02-24,00:00:00,0.787,40
2010-02-25,00:00:00,0.881,40
2010-02-26,00:00:00,0.976,40
2010-02-27,00:00:00,1.056,40
2010-02-28,00:00:00,0.985,40
2010-03-01,00:00:00,1.180,40
2010-03-02,00:00:00,0.870,40
2010-03-03,00:00:00,0.737,40
2010-03-04,00:00:00,0.640,40
2010-03-05,00:00:00,0.628,40
2010-03-06,00:00:00,0.720,40
2010-03-07,00:00:00,0.470,40
2010-03-08,00:00:00,0.425,40
2010-03-09,00:00:00,0.436,40
2010-03-10,00:00:00,0.361,40
2010-03-11,00:00:00,0.332,40
2010-03-12,00:00:00,0.502,40
2010-03-13,00:00:00,0.591,40
2010-03-14,00:00:00,0.609,40
2010-03-15,00:00:00,0.642,40
2010-03-16,00:00:00,0.635,40
2010-03-17,00:00:00,0.549,40
2010-03-18,00:00:00,0.538,40
2010-03-19,00:00:00,0.569,40
2010-03-20,00:00:00,0.746,40
2010-03-21,00:00:00,0.805,40
2010-03-22,00:00:00,0.699,40
2010-03-23,00:00:00,0.644,40
2010-03-24,00:00:00,0.619,40
2010-03-25,00:00:00,0.582,40
2010-03-26,00:00:00,0.619,40
2010-03-27,00:00:00,0.577,40
2010-03-28,00:00:00,0.661,40
2010-03-29,00:00:00,0.659,40
2010-03-30,00:00:00,0.647,40
2010-03-31,00:00:00,0.740,40
2010-04-01,00:00:00,0.814,40
2010-04-02,00:00:00,0.685,40
2010-04-03,00:00:00,0.604,40
2010-04-04,00:00:00,0.596,40
2010-04-05,00:00:00,0.599,40
2010-04-06,00:00:00,0.498,40
2010-04-07,00:00:00,0.583,40
2010-04-08,00:00:00,0.601,40
2010-04-09,00:00:00,0.495,40
2010-04-10,00:00:00,0.428,40
2010-04-11,00:00:00,0.383,40
2010-04-12,00:00:00,0.348,40
2010-04-13,00:00:00,0.394,40
2010-04-14,00:00:00,0.460,40
2010-04-15,00:00:00,0.473,40
2010-04-16,00:00:00,0.492,40
2010-04-17,00:00:00,0.442,40
2010-04-18,00:00:00,0.497,40
2010-04-19,00:00:00,0.540,40
2010-04-20,00:00:00,0.516,40
2010-04-21,00:00:00,0.634,40
2010-04-22,00:00:00,0.537,40
2010-04-23,00:00:00,0.445,40
2010-04-24,00:00:00,0.418,40
2010-04-25,00:00:00,0.371,40
2010-04-26,00:00:00,0.407,40
2010-04-27,00:00:00,0.403,40
2010-04-28,00:00:00,0.341,40
2010-04-29,00:00:00,0.395,40
2010-04-30,00:00:00,0.555,40
2010-05-01,00:00:00,0.576,40
2010-05-02,00:00:00,0.569,40
2010-05-03,00:00:00,0.636,40
2010-05-04,00:00:00,0.574,40
2010-05-05,00:00:00,0.350,40
2010-05-06,00:00:00,0.325,40
2010-05-07,00:00:00,0.366,40
2010-05-08,00:00:00,0.401,40
2010-05-09,00:00:00,0.461,40
2010-05-10,00:00:00,0.485,40
2010-05-11,00:00:00,0.462,40
2010-05-12,00:00:00,0.530,40
2010-05-13,00:00:00,0.563,40
2010-05-14,00:00:00,0.515,40
2010-05-15,00:00:00,0.514,40
2010-05-16,00:00:00,0.579,40
2010-05-17,00:00:00,0.605,40
2010-05-18,00:00:00,0.557,40
2010-05-19,00:00:00,0.475,40
2010-05-20,00:00:00,0.409,40
2010-05-21,00:00:00,0.393,40
2010-05-22,00:00:00,0.392,40
2010-05-23,00:00:00,0.368,40
2010-05-24,00:00:00,0.425,40
2010-05-25,00:00:00,0.520,40
2010-05-26,00:00:00,0.481,40
2010-05-27,00:00:00,0.508,40
2010-05-28,00:00:00,0.540,40
2010-05-29,00:00:00,0.514,40
2010-05-30,00:00:00,0.582,40
2010-05-31,00:00:00,0.821,40
2010-06-01,00:00:00,0.638,40
2010-06-02,00:00:00,0.558,40
2010-06-03,00:00:00,0.517,40
2010-06-04,00:00:00,0.450,40
2010-06-05,00:00:00,0.402,40
2010-06-06,00:00:00,0.418,40
2010-06-07,00:00:00,0.520,40
2010-06-08,00:00:00,0.503,40
2010-06-09,00:00:00,0.528,40
2010-06-10,00:00:00,0.548,40
2010-06-11,00:00:00,0.570,40
2010-06-12,00:00:00,0.642,40
2010-06-13,00:00:00,0.666,40
2010-06-14,00:00:00,0.565,40
2010-06-15,00:00:00,0.518,40
2010-06-16,00:00:00,0.380,40
2010-06-17,00:00:00,0.357,40
2010-06-18,00:00:00,0.454,40
2010-06-19,00:00:00,0.680,40
2010-06-20,00:00:00,0.853,40
2010-06-21,00:00:00,0.639,40
2010-06-22,00:00:00,0.512,40
2010-06-23,00:00:00,0.456,40
2010-06-24,00:00:00,0.464,40
2010-06-25,00:00:00,0.476,40
2010-06-26,00:00:00,0.452,40
2010-06-27,00:00:00,0.419,40
2010-06-28,00:00:00,0.458,40
2010-06-29,00:00:00,0.480,40
2010-06-30,00:00:00,0.481,40
2010-07-01,00:00:00,0.436,40
2010-07-02,00:00:00,0.429,40
2010-07-03,00:00:00,0.507,40
2010-07-04,00:00:00,0.528,40
2010-07-05,00:00:00,0.489,40
2010-07-06,00:00:00,0.551,40
2010-07-07,00:00:00,0.388,40
2010-07-08,00:00:00,0.483,40
2010-07-09,00:00:00,0.513,40
2010-07-10,00:00:00,0.515,40
2010-07-11,00:00:00,0.509,40
2010-07-12,00:00:00,0.489,40
2010-07-13,00:00:00,0.534,40
2010-07-14,00:00:00,0.531,40
2010-07-15,00:00:00,0.515,40
2010-07-16,00:00:00,0.412,40
2010-07-17,00:00:00,0.392,40
2010-07-18,00:00:00,0.437,40
2010-07-19,00:00:00,0.377,40
2010-07-20,00:00:00,0.376,40
2010-07-21,00:00:00,0.429,40
2010-07-22,00:00:00,0.462,40
2010-07-23,00:00:00,0.468,40
2010-07-24,00:00:00,0.427,40
2010-07-25,00:00:00,0.394,40
2010-07-26,00:00:00,0.468,40
2010-07-27,00:00:00,0.459,40
2010-07-28,00:00:00,0.515,40
2010-07-29,00:00:00,0.601,40
2010-07-30,00:00:00,0.616,40
2010-07-31,00:00:00,0.549,40
2010-08-01,00:00:00,0.551,40
2010-08-02,00:00:00,0.525,40
2010-08-03,00:00:00,0.533,40
2010-08-04,00:00:00,0.542,40
2010-08-05,00:00:00,0.674,40
2010-08-06,00:00:00,0.563,40
2010-08-07,00:00:00,0.451,40
2010-08-08,00:00:00,0.530,40
2010-08-09,00:00:00,0.509,40
2010-08-10,00:00:00,0.506,40
2010-08-11,00:00:00,0.578,40
2010-08-12,00:00:00,0.563,40
2010-08-13,00:00:00,0.558,40
2010-08-14,00:00:00,0.512,40
2010-08-15,00:00:00,0.493,40
2010-08-16,00:00:00,0.742,40
2010-08-17,00:00:00,0.885,40
2010-08-18,00:00:00,0.840,40
2010-08-19,00:00:00,0.759,40
2010-08-20,00:00:00,0.563,40
2010-08-21,00:00:00,0.491,40
2010-08-22,00:00:00,0.573,40
2010-08-23,00:00:00,0.551,40
2010-08-24,00:00:00,0.757,40
2010-08-25,00:00:00,0.789,40
2010-08-26,00:00:00,0.698,40
2010-08-27,00:00:00,0.802,40
2010-08-28,00:00:00,0.817,40
2010-08-29,00:00:00,0.861,40
2010-08-30,00:00:00,1.272,40
2010-08-31,00:00:00,0.942,40
2010-09-01,00:00:00,0.681,40
2010-09-02,00:00:00,0.538,40
2010-09-03,00:00:00,0.460,40
2010-09-04,00:00:00,0.441,40
2010-09-05,00:00:00,0.385,40
2010-09-06,00:00:00,0.296,40
2010-09-07,00:00:00,0.317,40
2010-09-08,00:00:00,0.415,40
2010-09-09,00:00:00,0.560,40
2010-09-10,00:00:00,0.591,40
2010-09-11,00:00:00,0.556,40
2010-09-12,00:00:00,0.607,40
2010-09-13,00:00:00,0.598,40
2010-09-14,00:00:00,0.581,40
2010-09-15,00:00:00,0.832,40
2010-09-16,00:00:00,0.914,40
2010-09-17,00:00:00,0.869,40
2010-09-18,00:00:00,0.786,40
2010-09-19,00:00:00,0.618,40
2010-09-20,00:00:00,0.617,40
2010-09-21,00:00:00,0.614,40
2010-09-22,00:00:00,0.489,40
2010-09-23,00:00:00,0.493,40
2010-09-24,00:00:00,0.597,40
2010-09-25,00:00:00,0.862,40
2010-09-26,00:00:00,0.888,40
2010-09-27,00:00:00,0.726,40
2010-09-28,00:00:00,0.651,40
2010-09-29,00:00:00,0.534,40
2010-09-30,00:00:00,0.403,40
2010-10-01,00:00:00,0.465,40
2010-10-02,00:00:00,0.359,40
2010-10-03,00:00:00,0.550,40
2010-10-04,00:00:00,0.609,40
2010-10-05,00:00:00,0.650,40
2010-10-06,00:00:00,0.666,40
2010-10-07,00:00:00,0.716,40
2010-10-08,00:00:00,0.609,40
2010-10-09,00:00:00,0.549,40
2010-10-10,00:00:00,0.540,40
2010-10-11,00:00:00,0.536,40
2010-10-12,00:00:00,0.486,40
2010-10-13,00:00:00,0.477,40
2010-10-14,00:00:00,0.505,40
2010-10-15,00:00:00,0.505,40
2010-10-16,00:00:00,0.571,40
2010-10-17,00:00:00,0.359,40
2010-10-18,00:00:00,0.370,40
2010-10-19,00:00:00,0.659,40
2010-10-20,00:00:00,0.877,40
2010-10-21,00:00:00,0.812,40
2010-10-22,00:00:00,0.733,40
2010-10-23,00:00:00,0.626,40
2010-10-24,00:00:00,0.889,40
2010-10-25,00:00:00,0.874,40
2010-10-26,00:00:00,0.646,40
2010-10-27,00:00:00,0.468,40
2010-10-28,00:00:00,0.584,40
2010-10-29,00:00:00,0.500,40
2010-10-30,00:00:00,0.458,40
2010-10-31,00:00:00,0.623,40
2010-11-01,00:00:00,0.631,40
2010-11-02,00:00:00,0.484,40
2010-11-03,00:00:00,0.652,40
2010-11-04,00:00:00,0.787,40
2010-11-05,00:00:00,0.728,40
2010-11-06,00:00:00,0.769,40
2010-11-07,00:00:00,0.678,40
2010-11-08,00:00:00,0.503,40
2010-11-09,00:00:00,0.397,40
2010-11-10,00:00:00,0.608,40
2010-11-11,00:00:00,0.705,40
2010-11-12,00:00:00,1.061,40
2010-11-13,00:00:00,1.293,40
2010-11-14,00:00:00,1.125,40
2010-11-15,00:00:00,1.154,40
2010-11-16,00:00:00,0.952,40
2010-11-17,00:00:00,0.756,40
2010-11-18,00:00:00,0.659,40
2010-11-19,00:00:00,0.656,40
2010-11-20,00:00:00,0.620,40
2010-11-21,00:00:00,0.575,40
2010-11-22,00:00:00,0.556,40
2010-11-23,00:00:00,0.676,40
2010-11-24,00:00:00,0.791,40
2010-11-25,00:00:00,0.785,40
2010-11-26,00:00:00,0.695,40
2010-11-27,00:00:00,0.551,40
2010-11-28,00:00:00,0.405,40
2010-11-29,00:00:00,0.401,40
2010-11-30,00:00:00,0.345,40
2010-12-01,00:00:00,0.274,40
2010-12-02,00:00:00,0.345,40
2010-12-03,00:00:00,0.466,40
2010-12-04,00:00:00,0.503,40
2010-12-05,00:00:00,0.649,40
2010-12-06,00:00:00,0.807,40
2010-12-07,00:00:00,0.767,40
2010-12-08,00:00:00,0.699,40
2010-12-09,00:00:00,0.859,40
2010-12-10,00:00:00,0.835,40
2010-12-11,00:00:00,0.947,40
2010-12-12,00:00:00,1.028,40
2010-12-13,00:00:00,0.565,40
2010-12-14,00:00:00,0.548,40
2010-12-15,00:00:00,0.530,40
2010-12-16,00:00:00,0.665,40
2010-12-17,00:00:00,0.899,40
2010-12-18,00:00:00,0.568,40
2010-12-19,00:00:00,0.475,40
2010-12-20,00:00:00,0.498,40
2010-12-21,00:00:00,0.551,40
2010-12-22,00:00:00,0.559,40
2010-12-23,00:00:00,0.575,40
2010-12-24,00:00:00,0.582,40
2010-12-25,00:00:00,0.582,40
2010-12-26,00:00:00,0.587,40
2010-12-27,00:00:00,0.478,40
2010-12-28,00:00:00,0.463,40
2010-12-29,00:00:00,0.384,40
2010-12-30,00:00:00,0.548,40
2010-12-31,00:00:00,0.522,40
2011-01-01,00:00:00,0.643,40
2011-01-02,00:00:00,0.743,40
2011-01-03,00:00:00,0.668,40
2011-01-04,00:00:00,0.607,40
2011-01-05,00:00:00,0.521,40
2011-01-06,00:00:00,0.611,40
2011-01-07,00:00:00,0.854,40
2011-01-08,00:00:00,0.865,40
2011-01-09,00:00:00,1.090,40
2011-01-10,00:00:00,1.075,40
2011-01-11,00:00:00,0.837,40
2011-01-12,00:00:00,1.163,40
2011-01-13,00:00:00,1.263,40
2011-01-14,00:00:00,1.331,40
2011-01-15,00:00:00,1.251,40
2011-01-16,00:00:00,1.136,40
2011-01-17,00:00:00,1.171,40
2011-01-18,00:00:00,1.184,40
2011-01-19,00:00:00,1.140,40
2011-01-20,00:00:00,1.007,40
2011-01-21,00:00:00,0.842,40
2011-01-22,00:00:00,0.742,40
2011-01-23,00:00:00,0.631,40
2011-01-24,00:00:00,0.598,40
2011-01-25,00:00:00,0.674,40
2011-01-26,00:00:00,0.596,40
2011-01-27,00:00:00,0.418,40
2011-01-28,00:00:00,0.396,40
2011-01-29,00:00:00,0.484,40
2011-01-30,00:00:00,0.427,40
2011-01-31,00:00:00,0.464,40
2011-02-01,00:00:00,0.483,40
2011-02-02,00:00:00,0.607,40
2011-02-03,00:00:00,0.599,40
2011-02-04,00:00:00,0.649,40
2011-02-05,00:00:00,1.000,40
2011-02-06,00:00:00,0.941,40
2011-02-07,00:00:00,0.720,40
2011-02-08,00:00:00,0.749,40
2011-02-09,00:00:00,0.619,40
2011-02-10,00:00:00,0.520,40
2011-02-11,00:00:00,0.696,40
2011-02-12,00:00:00,0.576,40
2011-02-13,00:00:00,0.559,40
2011-02-14,00:00:00,0.527,40
2011-02-15,00:00:00,0.479,40
2011-02-16,00:00:00,0.592,40
2011-02-17,00:00:00,0.632,40
2011-02-18,00:00:00,0.596,40
2011-02-19,00:00:00,0.428,40
2011-02-20,00:00:00,0.311,40
2011-02-21,00:00:00,0.338,40
2011-02-22,00:00:00,0.367,40
2011-02-23,00:00:00,0.381,40
2011-02-24,00:00:00,0.376,40
2011-02-25,00:00:00,0.530,40
2011-02-26,00:00:00,0.598,40
2011-02-27,00:00:00,0.849,40
2011-02-28,00:00:00,0.737,40
2011-03-01,00:00:00,0.499,40
2011-03-02,00:00:00,0.382,40
2011-03-03,00:00:00,0.370,40
2011-03-04,00:00:00,0.346,40
2011-03-05,00:00:00,0.421,40
2011-03-06,00:00:00,0.438,40
2011-03-07,00:00:00,0.343,40
2011-03-08,00:00:00,0.350,40
2011-03-09,00:00:00,0.523,40
2011-03-10,00:00:00,0.639,40
2011-03-11,00:00:00,0.703,40
2011-03-12,00:00:00,0.578,40
2011-03-13,00:00:00,0.524,40
2011-03-14,00:00:00,0.479,40
2011-03-15,00:00:00,0.300,40
2011-03-16,00:00:00,0.257,40
2011-03-17,00:00:00,0.293,40
2011-03-18,00:00:00,0.423,40
2011-03-19,00:00:00,0.446,40
2011-03-20,00:00:00,0.386,40
2011-03-21,00:00:00,0.407,40
2011-03-22,00:00:00,0.466,40
2011-03-23,00:00:00,0.433,40
2011-03-24,00:00:00,0.382,40
2011-03-25,00:00:00,0.360,40
2011-03-26,00:00:00,0.390,40
2011-03-27,00:00:00,0.344,40
2011-03-28,00:00:00,0.404,40
2011-03-29,00:00:00,0.357,40
2011-03-30,00:00:00,0.365,40
2011-03-31,00:00:00,0.378,40
2011-04-01,00:00:00,0.493,40
2011-04-02,00:00:00,0.383,40
2011-04-03,00:00:00,0.495,40
2011-04-04,00:00:00,0.529,40
2011-04-05,00:00:00,0.457,40
2011-04-06,00:00:00,0.493,40
2011-04-07,00:00:00,0.483,40
2011-04-08,00:00:00,0.507,40
2011-04-09,00:00:00,0.479,40
2011-04-10,00:00:00,0.323,40
2011-04-11,00:00:00,0.320,40
2011-04-12,00:00:00,0.520,40
2011-04-13,00:00:00,0.421,40
2011-04-14,00:00:00,0.348,40
2011-04-15,00:00:00,0.337,40
2011-04-16,00:00:00,0.308,40
